Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2.594,0.198,241.660,11.200,0.000,1.000,7.000
2.446,0.066,235.140,10.400,0.000,0.000,18.000
3.486,0.306,239.210,14.600,1.000,1.000,17.000
0.354,0.138,249.140,1.400,0.000,0.000,0.000
2.154,0.172,246.990,9.000,0.000,28.000,1.000
0.316,0.248,244.190,1.600,0.000,0.000,1.000
0.286,0.116,244.500,1.200,0.000,0.000,0.000
3.320,0.094,238.400,14.000,0.000,0.000,18.000
0.326,0.212,238.930,1.600,0.000,0.000,1.000
1.464,0.118,242.530,6.000,0.000,0.000,19.000
0.264,0.000,243.070,1.200,0.000,0.000,1.000
1.612,0.160,243.390,6.600,0.000,2.000,18.000
1.312,0.112,244.980,5.200,0.000,1.000,0.000
0.372,0.080,242.850,1.600,0.000,0.000,0.000
0.300,0.072,243.300,1.200,0.000,0.000,0.000
0.630,0.320,244.780,2.800,1.000,1.000,1.000
0.306,0.088,244.810,1.200,0.000,0.000,1.000
1.894,0.162,238.900,8.000,0.000,1.000,0.000
0.172,0.074,242.550,0.800,0.000,0.000,0.000
0.236,0.118,235.720,1.200,0.000,0.000,0.000
1.834,0.000,240.490,7.600,0.000,0.000,18.000
0.144,0.000,237.020,0.600,0.000,0.000,0.000
1.334,0.056,239.810,5.400,0.000,0.000,17.000
0.264,0.054,235.370,1.200,0.000,0.000,0.000
0.426,0.194,242.710,1.800,0.000,0.000,1.000
0.346,0.136,243.360,1.600,0.000,0.000,0.000
0.110,0.000,241.780,0.600,0.000,0.000,0.000
0.280,0.122,241.020,1.200,0.000,0.000,1.000
4.048,0.178,233.500,17.600,0.000,0.000,17.000
0.374,0.352,240.990,2.000,0.000,1.000,0.000
0.182,0.098,238.520,0.800,0.000,0.000,0.000
0.302,0.236,237.480,1.600,0.000,1.000,0.000
1.458,0.186,241.090,6.000,0.000,1.000,18.000
0.208,0.108,242.620,1.000,0.000,0.000,0.000
0.310,0.068,243.140,1.200,0.000,0.000,0.000
0.298,0.098,243.170,1.200,0.000,0.000,0.000
1.478,0.192,243.250,6.000,0.000,2.000,18.000
1.308,0.276,240.970,5.600,0.000,0.000,0.000
1.758,0.196,236.580,7.600,1.000,0.000,17.000
1.486,0.102,243.890,6.000,0.000,0.000,18.000
0.324,0.098,246.160,1.400,0.000,0.000,0.000
0.876,0.080,237.340,3.800,0.000,0.000,0.000
1.414,0.088,244.180,5.800,0.000,0.000,18.000
0.394,0.086,242.300,1.800,0.000,0.000,1.000
0.284,0.050,242.490,1.200,0.000,0.000,0.000
0.312,0.056,244.750,1.400,0.000,0.000,0.000
0.200,0.060,236.560,0.800,0.000,0.000,0.000
0.544,0.344,240.390,2.800,0.000,1.000,1.000
0.602,0.000,237.760,2.600,0.000,0.000,0.000
0.242,0.000,242.450,1.000,0.000,0.000,2.000
0.308,0.112,238.550,1.400,0.000,0.000,0.000
4.730,0.500,234.620,20.400,37.000,0.000,16.000
0.344,0.258,240.930,1.800,0.000,2.000,1.000
1.500,0.000,239.730,6.200,0.000,0.000,18.000
2.844,0.102,238.130,11.800,0.000,0.000,17.000
0.822,0.134,244.590,3.400,0.000,0.000,11.000
3.868,0.274,238.930,16.200,0.000,1.000,18.000
0.386,0.098,242.240,1.600,0.000,1.000,0.000
0.802,0.050,240.250,3.400,0.000,0.000,0.000
2.048,0.086,242.140,8.400,0.000,1.000,18.000
0.428,0.064,242.280,1.800,0.000,0.000,1.000
3.638,0.448,232.090,15.800,0.000,1.000,16.000
0.382,0.206,242.440,2.000,0.000,2.000,1.000
0.222,0.084,240.150,1.000,0.000,0.000,0.000
0.460,0.188,241.760,2.000,0.000,1.000,1.000
0.860,0.394,241.780,3.800,0.000,1.000,0.000
2.724,0.414,237.390,11.600,1.000,0.000,18.000
1.228,0.000,241.020,5.000,0.000,0.000,19.000
0.292,0.100,243.150,1.200,0.000,2.000,0.000
1.560,0.196,239.960,6.600,0.000,1.000,18.000
0.258,0.122,242.440,1.200,0.000,0.000,1.000
1.968,0.432,239.120,8.400,0.000,0.000,13.000
0.210,0.110,237.770,1.000,0.000,0.000,0.000
0.396,0.116,246.080,1.800,0.000,0.000,0.000
2.710,0.090,241.150,11.200,0.000,0.000,0.000
0.406,0.232,243.080,1.800,0.000,0.000,1.000
0.180,0.000,242.570,0.800,0.000,0.000,1.000
0.280,0.114,242.240,1.200,0.000,0.000,1.000
0.284,0.000,251.110,1.200,0.000,0.000,1.000
1.848,0.078,241.140,7.600,0.000,0.000,18.000
1.322,0.150,237.880,5.600,0.000,2.000,0.000
0.214,0.106,239.990,1.000,0.000,1.000,0.000
2.980,0.324,240.520,12.600,0.000,1.000,18.000
2.840,0.064,234.790,12.000,0.000,0.000,18.000
0.330,0.092,238.920,1.400,0.000,2.000,1.000
0.102,0.000,237.450,0.400,0.000,0.000,0.000
2.364,0.000,240.890,9.800,0.000,37.000,0.000
1.748,0.118,247.020,7.000,0.000,0.000,19.000
1.756,0.080,242.290,7.200,0.000,0.000,19.000
0.422,0.152,246.860,1.800,0.000,0.000,0.000
0.394,0.122,243.180,1.600,0.000,0.000,1.000
1.350,0.060,243.440,5.400,0.000,0.000,18.000
0.310,0.128,243.830,1.400,0.000,0.000,0.000
2.398,0.080,238.920,10.000,0.000,0.000,17.000
1.868,0.088,237.480,7.800,0.000,2.000,18.000
0.662,0.102,245.110,2.800,0.000,0.000,0.000
0.294,0.098,244.430,1.200,0.000,0.000,0.000
1.468,0.000,237.110,6.200,1.000,0.000,17.000
2.132,0.080,242.880,9.600,0.000,1.000,5.000
0.442,0.132,241.450,2.000,0.000,0.000,0.000
0.984,0.096,240.590,4.000,0.000,0.000,0.000
1.526,0.000,241.160,6.200,0.000,0.000,1.000
0.690,0.226,245.960,2.800,0.000,0.000,1.000
0.294,0.224,241.880,1.400,0.000,2.000,1.000
1.990,0.090,237.910,8.400,0.000,0.000,17.000
2.044,0.216,240.570,8.600,1.000,4.000,24.000
0.842,0.434,242.910,4.000,0.000,2.000,1.000
1.302,0.000,241.230,5.400,0.000,0.000,18.000
0.388,0.142,246.310,1.800,0.000,2.000,0.000
0.910,0.000,239.320,3.800,0.000,0.000,0.000
2.786,0.092,241.400,11.600,0.000,0.000,19.000
0.260,0.000,240.950,1.000,0.000,0.000,0.000
1.900,0.080,239.500,7.800,0.000,1.000,19.000
1.462,0.144,237.270,6.200,0.000,0.000,0.000
0.534,0.350,243.130,2.600,0.000,1.000,1.000
0.338,0.084,245.570,1.600,0.000,2.000,0.000
0.234,0.130,242.990,1.000,0.000,2.000,1.000
1.488,0.262,236.360,6.400,0.000,1.000,0.000
0.250,0.000,246.480,1.000,0.000,0.000,1.000
0.268,0.000,242.110,1.000,0.000,0.000,1.000
0.388,0.102,242.700,1.600,0.000,2.000,1.000
0.386,0.230,240.360,2.000,0.000,0.000,1.000
0.440,0.232,244.200,2.000,0.000,0.000,1.000
0.252,0.000,245.400,1.000,0.000,0.000,1.000
4.038,0.224,237.850,17.000,38.000,1.000,17.000
1.284,0.110,238.420,5.400,0.000,0.000,18.000
0.234,0.060,240.310,1.000,0.000,0.000,0.000
2.978,0.154,236.620,13.400,13.000,0.000,18.000
3.046,0.358,233.790,13.000,38.000,1.000,0.000
1.388,0.090,241.590,5.600,0.000,0.000,19.000
1.492,0.086,248.700,6.000,0.000,1.000,19.000
0.502,0.000,240.790,2.000,0.000,0.000,0.000
0.262,0.126,234.110,1.200,0.000,0.000,0.000
1.652,0.082,243.410,6.800,0.000,0.000,18.000
1.372,0.088,241.750,5.600,0.000,0.000,0.000
0.276,0.050,237.530,1.200,0.000,0.000,0.000
1.816,0.152,240.710,7.600,1.000,0.000,19.000
0.372,0.234,241.860,1.800,0.000,0.000,1.000
0.250,0.000,241.680,1.000,0.000,0.000,0.000
0.356,0.116,240.340,1.600,0.000,0.000,1.000
3.326,0.000,237.450,14.000,0.000,0.000,17.000
1.476,0.330,240.160,6.200,0.000,1.000,18.000
1.648,0.096,234.680,7.000,0.000,0.000,17.000
0.360,0.192,243.750,1.600,0.000,2.000,0.000
0.380,0.104,242.350,1.600,0.000,0.000,1.000
0.394,0.344,241.150,2.200,0.000,2.000,1.000
1.688,0.064,239.240,7.400,0.000,0.000,0.000
2.866,0.248,236.570,12.000,38.000,0.000,0.000
1.110,0.272,242.800,4.600,0.000,0.000,13.000
0.558,0.000,241.300,2.400,0.000,0.000,0.000
0.194,0.118,236.300,1.000,0.000,0.000,0.000
1.274,0.074,239.810,5.200,0.000,0.000,18.000
0.104,0.000,240.300,0.400,0.000,0.000,0.000
0.196,0.000,240.630,1.000,0.000,0.000,1.000
0.688,0.000,243.020,2.800,0.000,0.000,0.000
0.224,0.118,237.110,1.000,0.000,0.000,0.000
0.336,0.088,240.050,1.400,0.000,0.000,1.000
2.900,0.128,236.590,12.200,0.000,0.000,17.000
1.350,0.368,232.860,6.000,0.000,0.000,0.000
0.230,0.240,239.930,1.200,0.000,1.000,0.000
1.738,0.256,246.810,7.000,1.000,0.000,19.000
0.218,0.000,244.170,1.000,0.000,0.000,1.000
0.430,0.260,243.090,2.000,0.000,1.000,1.000
0.936,0.194,237.360,4.000,0.000,2.000,0.000
0.350,0.108,247.240,1.600,0.000,0.000,0.000
0.148,0.000,242.750,0.600,0.000,0.000,1.000
0.248,0.000,249.810,1.000,0.000,0.000,0.000
1.792,0.192,237.730,7.600,0.000,0.000,18.000
0.370,0.148,244.070,1.600,0.000,0.000,0.000
0.184,0.112,243.300,0.800,0.000,0.000,0.000
0.592,0.294,242.770,2.800,0.000,1.000,0.000
1.470,0.300,239.870,6.200,0.000,1.000,18.000
0.306,0.098,245.400,1.200,0.000,1.000,0.000
1.582,0.100,239.330,6.600,0.000,2.000,19.000
1.738,0.058,239.350,7.200,0.000,0.000,18.000
0.538,0.112,244.880,2.200,0.000,0.000,1.000
0.308,0.060,243.540,1.200,0.000,0.000,0.000
1.330,0.076,240.740,5.400,0.000,0.000,19.000
0.636,0.350,246.140,2.800,0.000,0.000,1.000
0.384,0.054,246.730,1.800,0.000,0.000,0.000
0.472,0.102,247.700,2.000,0.000,0.000,0.000
0.150,0.000,234.510,0.600,0.000,0.000,0.000
2.122,0.080,239.300,8.800,0.000,0.000,18.000
0.324,0.218,240.120,1.600,0.000,1.000,1.000
0.272,0.000,243.560,1.000,0.000,0.000,0.000
1.778,0.268,241.760,7.400,1.000,0.000,18.000
1.492,0.054,238.960,6.200,0.000,0.000,18.000
0.384,0.214,241.680,1.800,0.000,1.000,0.000
0.530,0.054,242.870,2.200,0.000,0.000,0.000
0.310,0.094,237.640,1.400,0.000,0.000,0.000
0.226,0.046,244.440,1.000,0.000,0.000,0.000
0.148,0.000,241.910,0.600,0.000,0.000,1.000
1.620,0.054,241.130,6.800,0.000,0.000,0.000
1.878,0.218,242.110,7.800,0.000,1.000,18.000
1.664,0.000,239.220,7.000,1.000,0.000,0.000
0.354,0.104,243.830,1.400,0.000,0.000,1.000
0.436,0.258,247.190,2.000,0.000,1.000,0.000
0.552,0.104,237.520,2.800,0.000,0.000,0.000
1.404,0.072,241.030,5.800,0.000,0.000,18.000
0.876,0.148,242.200,3.600,0.000,0.000,13.000
5.560,0.000,235.640,23.600,2.000,36.000,17.000
0.206,0.126,244.110,1.000,0.000,2.000,1.000
0.314,0.104,239.610,1.400,0.000,0.000,0.000
3.008,0.000,236.080,12.600,2.000,0.000,18.000
1.420,0.080,244.100,5.800,0.000,0.000,19.000
0.342,0.106,245.440,1.400,0.000,2.000,0.000
0.634,0.190,237.370,2.800,0.000,1.000,1.000
0.500,0.224,238.920,2.400,0.000,1.000,1.000
0.612,0.072,240.120,2.600,0.000,0.000,0.000
1.594,0.062,240.600,6.600,0.000,1.000,18.000
0.236,0.106,240.610,1.000,0.000,0.000,0.000
1.512,0.050,243.320,6.200,0.000,1.000,19.000
0.182,0.156,242.690,1.000,0.000,0.000,1.000
0.322,0.100,248.610,1.200,0.000,0.000,1.000
0.418,0.102,237.070,2.000,0.000,0.000,0.000
1.592,0.072,240.240,6.600,2.000,0.000,18.000
0.370,0.180,240.610,1.600,0.000,0.000,0.000
0.236,0.110,239.190,1.000,0.000,0.000,1.000
0.618,0.188,239.280,2.600,0.000,1.000,1.000
1.486,0.184,240.290,6.200,1.000,1.000,19.000
0.290,0.096,241.730,1.200,0.000,0.000,0.000
0.576,0.320,243.410,2.600,0.000,0.000,0.000
0.312,0.072,235.060,1.400,0.000,0.000,0.000
0.328,0.104,243.980,1.400,0.000,1.000,0.000
3.644,0.194,236.790,15.400,38.000,0.000,17.000
0.428,0.230,242.540,2.000,0.000,0.000,1.000
0.254,0.054,246.100,1.000,0.000,0.000,0.000
1.606,0.352,238.030,6.800,0.000,1.000,0.000
0.284,0.242,241.320,1.400,0.000,0.000,0.000
0.544,0.120,245.110,2.400,0.000,0.000,0.000
0.158,0.120,240.160,0.800,0.000,0.000,0.000
3.528,0.104,235.690,14.800,0.000,36.000,17.000
2.650,0.156,238.560,11.000,2.000,36.000,0.000
0.324,0.078,235.450,1.400,0.000,0.000,1.000
1.730,0.128,243.590,7.000,0.000,0.000,19.000
1.344,0.000,246.890,5.400,0.000,0.000,18.000
0.934,0.220,239.450,4.000,0.000,0.000,11.000
0.352,0.104,245.160,1.400,0.000,0.000,1.000
1.856,0.588,243.220,8.000,0.000,1.000,19.000
1.592,0.076,237.480,6.600,0.000,0.000,0.000
2.238,0.328,239.460,9.400,0.000,0.000,11.000
0.190,0.000,242.330,1.000,0.000,0.000,1.000
2.110,0.000,238.680,9.200,0.000,0.000,18.000
3.642,0.000,237.460,15.200,0.000,37.000,18.000
0.506,0.338,240.550,2.400,0.000,1.000,1.000
2.100,0.238,239.930,8.800,0.000,0.000,18.000
3.346,0.000,235.590,14.200,0.000,16.000,17.000
2.058,0.244,239.420,8.600,0.000,0.000,18.000
4.914,0.054,237.620,20.600,0.000,0.000,17.000
1.572,0.092,238.640,6.600,0.000,0.000,19.000
0.208,0.128,240.180,1.000,0.000,0.000,0.000
1.692,0.312,242.960,7.000,1.000,1.000,18.000
0.438,0.198,244.130,2.000,0.000,1.000,0.000
0.348,0.074,241.960,1.400,0.000,0.000,1.000
1.336,0.050,239.080,5.600,0.000,0.000,17.000
0.516,0.110,250.630,2.200,0.000,0.000,0.000
0.294,0.164,239.220,1.400,0.000,1.000,1.000
0.264,0.174,242.400,1.200,0.000,1.000,1.000
0.286,0.102,240.640,1.200,0.000,1.000,0.000
0.552,0.208,241.890,2.400,0.000,0.000,1.000
0.210,0.110,242.650,1.000,0.000,0.000,0.000
1.812,0.000,240.150,7.400,0.000,0.000,1.000
0.168,0.140,240.050,0.800,0.000,2.000,0.000
0.430,0.000,242.540,1.800,0.000,0.000,0.000
1.642,0.086,238.330,6.800,1.000,0.000,1.000
0.338,0.118,241.990,1.400,0.000,1.000,1.000
3.146,0.000,238.740,13.200,0.000,0.000,18.000
1.406,0.000,239.920,5.800,0.000,0.000,18.000
1.446,0.316,238.800,6.200,0.000,1.000,18.000
0.308,0.110,242.420,1.200,0.000,0.000,0.000
0.278,0.094,238.200,1.400,0.000,0.000,1.000
1.622,0.000,244.030,6.600,0.000,0.000,0.000
0.608,0.340,240.340,3.800,0.000,1.000,0.000
1.072,0.182,237.770,4.600,0.000,1.000,1.000
0.224,0.110,239.080,1.000,0.000,2.000,0.000
2.006,0.188,244.000,8.200,1.000,1.000,19.000
0.262,0.000,239.860,1.200,0.000,0.000,0.000
1.906,0.182,239.710,8.000,0.000,0.000,0.000
0.932,0.068,243.230,3.800,0.000,0.000,0.000
5.866,0.202,237.430,24.600,0.000,75.000,17.000
0.554,0.172,244.630,2.400,0.000,1.000,0.000
0.522,0.356,242.940,2.600,0.000,2.000,1.000
0.642,0.362,240.100,3.000,0.000,2.000,0.000
0.838,0.348,243.800,3.800,0.000,0.000,10.000
0.396,0.208,239.480,1.800,0.000,1.000,1.000
0.252,0.128,244.190,1.200,0.000,0.000,1.000
0.190,0.112,241.220,0.800,0.000,0.000,0.000
0.430,0.196,244.570,1.800,0.000,0.000,1.000
1.280,0.000,239.160,5.200,0.000,1.000,19.000
0.864,0.000,240.730,3.600,0.000,1.000,0.000
0.912,0.354,241.610,4.000,0.000,2.000,0.000
4.576,0.154,234.890,19.400,36.000,0.000,17.000
1.728,0.070,239.270,7.200,0.000,0.000,18.000
1.480,0.058,239.540,6.200,0.000,0.000,18.000
0.238,0.066,237.410,1.000,0.000,0.000,1.000
0.400,0.182,242.930,1.800,0.000,1.000,1.000
2.882,0.434,238.750,13.000,21.000,0.000,18.000
1.932,0.222,243.910,8.000,1.000,1.000,18.000
0.198,0.052,238.500,1.000,0.000,0.000,0.000
0.206,0.080,240.290,1.000,0.000,0.000,0.000
0.174,0.000,239.950,0.800,0.000,0.000,1.000
0.518,0.266,238.110,2.800,0.000,0.000,5.000
1.454,0.076,242.060,6.000,0.000,0.000,18.000
1.322,0.064,240.490,5.400,0.000,0.000,19.000
1.550,0.094,227.530,6.800,0.000,2.000,17.000
0.630,0.058,242.940,2.800,0.000,0.000,0.000
1.998,0.130,240.410,8.200,0.000,1.000,18.000
0.248,0.000,241.290,1.000,0.000,0.000,0.000
0.214,0.090,234.310,1.000,0.000,0.000,0.000
1.480,0.092,241.910,6.000,1.000,2.000,18.000
0.256,0.000,249.320,1.000,0.000,0.000,1.000
0.362,0.216,241.770,1.800,0.000,1.000,0.000
0.492,0.334,241.840,2.400,0.000,2.000,1.000
0.140,0.000,234.770,0.600,0.000,0.000,0.000
1.222,0.210,239.910,6.800,14.000,1.000,1.000
2.034,0.000,239.110,8.400,0.000,0.000,18.000
0.368,0.000,243.110,1.400,0.000,0.000,0.000
2.304,0.000,236.960,9.600,0.000,0.000,18.000
1.280,0.056,239.660,5.200,0.000,0.000,18.000
4.228,0.372,242.620,17.400,0.000,40.000,18.000
0.812,0.066,243.750,3.600,0.000,0.000,0.000
0.728,0.000,238.320,3.000,1.000,0.000,1.000
0.212,0.122,241.290,1.000,0.000,1.000,1.000
1.360,0.106,243.110,7.000,0.000,1.000,0.000
0.254,0.138,244.060,1.200,0.000,0.000,1.000
0.444,0.212,242.200,2.000,0.000,0.000,0.000
0.238,0.000,240.900,1.000,0.000,0.000,1.000
0.280,0.000,241.740,1.400,0.000,1.000,0.000
0.550,0.114,243.570,2.200,0.000,0.000,0.000
1.654,0.324,239.270,7.000,0.000,2.000,0.000
0.508,0.260,234.550,2.400,0.000,3.000,0.000
1.038,0.000,241.990,4.400,0.000,0.000,0.000
0.904,0.286,240.870,3.800,0.000,0.000,11.000
0.412,0.384,244.420,2.200,0.000,2.000,1.000
0.208,0.000,237.150,0.800,0.000,0.000,0.000
0.218,0.000,248.780,0.800,0.000,0.000,0.000
0.186,0.000,243.910,1.000,0.000,0.000,1.000
0.416,0.212,243.240,1.800,0.000,0.000,1.000
1.374,0.064,243.130,5.600,0.000,0.000,0.000
0.272,0.000,242.740,1.000,0.000,0.000,1.000
2.728,0.000,244.410,11.000,39.000,0.000,1.000
0.356,0.128,243.770,1.600,0.000,0.000,0.000
0.502,0.280,235.640,2.400,0.000,2.000,0.000
1.318,0.000,240.050,5.400,0.000,0.000,18.000
1.474,0.196,241.030,6.000,0.000,2.000,19.000
0.332,0.118,246.900,1.400,0.000,0.000,0.000
1.524,0.392,237.860,6.600,1.000,0.000,18.000
1.208,0.000,241.100,5.000,0.000,0.000,18.000
2.894,0.000,235.660,12.200,0.000,0.000,17.000
0.378,0.084,244.180,1.600,0.000,0.000,0.000
0.400,0.214,243.640,1.800,0.000,1.000,0.000
2.662,0.000,240.600,11.000,0.000,37.000,1.000
0.414,0.172,245.100,1.800,0.000,0.000,0.000
0.502,0.400,243.400,2.600,0.000,1.000,0.000
1.536,0.000,236.100,6.400,0.000,0.000,17.000
0.352,0.096,248.400,1.600,0.000,0.000,0.000
0.266,0.000,245.620,1.000,0.000,0.000,0.000
0.320,0.258,243.720,1.600,0.000,1.000,1.000
0.168,0.000,241.700,0.800,0.000,0.000,0.000
0.508,0.192,235.860,2.200,0.000,0.000,0.000
0.832,0.228,245.160,3.600,0.000,0.000,1.000
1.274,0.048,238.330,5.200,0.000,0.000,18.000
0.384,0.376,243.580,2.200,0.000,1.000,1.000
0.292,0.000,236.830,1.200,2.000,0.000,0.000
0.372,0.000,241.870,1.600,0.000,0.000,0.000
0.406,0.060,244.170,1.800,0.000,0.000,0.000
2.954,0.284,241.860,12.200,0.000,2.000,0.000
1.428,0.066,234.550,6.000,1.000,0.000,17.000
1.764,0.000,244.190,7.200,0.000,0.000,18.000
0.266,0.062,241.520,1.200,0.000,0.000,1.000
1.196,0.058,238.990,5.000,0.000,0.000,19.000
0.320,0.106,242.410,1.400,0.000,0.000,0.000
1.768,0.162,243.320,7.200,0.000,0.000,18.000
0.486,0.270,241.430,2.400,0.000,0.000,0.000
6.332,0.000,237.210,26.600,0.000,37.000,18.000
2.220,0.046,237.110,9.400,0.000,0.000,0.000
0.326,0.102,241.490,1.400,0.000,1.000,0.000
1.292,0.078,239.230,5.400,0.000,0.000,18.000
2.202,0.410,237.860,9.400,0.000,1.000,18.000
0.308,0.104,240.220,1.400,0.000,0.000,0.000
1.204,0.074,241.900,5.000,0.000,0.000,1.000
0.162,0.000,241.240,0.600,0.000,0.000,1.000
2.248,0.310,235.050,9.600,0.000,1.000,1.000
3.734,0.180,236.600,15.800,37.000,2.000,18.000
0.220,0.062,243.910,1.000,0.000,0.000,1.000
0.298,0.066,242.380,1.200,0.000,0.000,0.000
0.220,0.106,238.340,1.000,0.000,1.000,1.000
1.500,0.248,236.100,6.400,0.000,1.000,18.000
1.536,0.076,238.780,6.600,0.000,0.000,17.000
0.272,0.000,243.970,1.000,0.000,0.000,0.000
0.498,0.120,240.930,2.000,0.000,0.000,0.000
0.246,0.154,243.330,1.200,0.000,0.000,1.000
0.236,0.110,239.810,1.000,0.000,1.000,0.000
1.354,0.000,239.490,5.600,1.000,0.000,18.000
0.296,0.082,242.930,1.200,0.000,1.000,0.000
0.432,0.222,244.800,2.000,0.000,0.000,1.000
0.428,0.210,237.460,2.000,0.000,1.000,0.000
0.268,0.136,240.200,1.200,0.000,1.000,0.000
2.396,0.062,244.700,9.800,0.000,0.000,19.000
0.138,0.000,235.660,0.600,0.000,0.000,0.000
0.588,0.216,241.520,2.800,0.000,0.000,0.000
0.238,0.136,241.170,1.000,0.000,0.000,1.000
0.154,0.000,240.080,0.600,0.000,0.000,1.000
0.376,0.250,241.720,1.800,0.000,1.000,0.000
0.954,0.318,245.470,4.000,0.000,1.000,10.000
0.320,0.128,244.600,1.400,0.000,0.000,0.000
1.376,0.046,238.310,5.800,0.000,0.000,18.000
1.732,0.196,238.340,7.200,0.000,1.000,17.000
0.442,0.094,235.570,1.800,0.000,0.000,0.000
0.228,0.050,247.090,1.000,0.000,0.000,0.000
1.396,0.196,235.360,6.000,2.000,0.000,18.000
0.252,0.000,240.530,1.000,0.000,0.000,1.000
0.194,0.082,238.380,0.800,0.000,0.000,0.000
2.020,0.352,240.710,8.400,0.000,0.000,17.000
0.450,0.214,244.120,2.000,0.000,1.000,0.000
0.158,0.000,240.630,0.600,0.000,0.000,0.000
1.492,0.064,243.310,6.000,0.000,0.000,1.000
0.480,0.050,237.310,2.200,0.000,0.000,0.000
2.916,0.076,235.660,12.800,7.000,0.000,17.000
0.910,0.000,242.130,3.800,0.000,0.000,0.000
1.922,0.068,244.790,7.800,0.000,0.000,19.000
2.242,0.086,238.070,9.400,0.000,0.000,18.000
0.520,0.224,238.460,2.400,0.000,1.000,0.000
0.272,0.274,240.810,1.600,0.000,2.000,1.000
0.330,0.216,240.930,1.600,0.000,0.000,0.000
0.258,0.000,241.250,1.000,0.000,0.000,1.000
0.254,0.122,242.430,1.200,0.000,0.000,1.000
2.444,0.170,239.870,10.200,0.000,0.000,0.000
0.246,0.000,240.760,1.200,0.000,0.000,0.000
3.270,0.272,237.140,13.800,0.000,0.000,13.000
1.438,0.124,244.160,5.800,0.000,0.000,19.000
0.322,0.214,239.200,1.600,0.000,0.000,0.000
0.254,0.000,243.030,1.000,0.000,0.000,1.000
0.352,0.094,242.190,1.400,0.000,0.000,1.000
0.310,0.134,246.330,1.400,0.000,0.000,0.000
0.868,0.000,239.510,4.000,0.000,0.000,5.000
0.420,0.198,241.210,1.800,0.000,1.000,0.000
2.494,0.516,241.950,10.400,0.000,1.000,18.000
1.356,0.074,238.670,5.600,0.000,0.000,17.000
0.224,0.124,238.280,1.000,0.000,0.000,0.000
0.260,0.000,244.390,1.000,0.000,0.000,0.000
0.314,0.000,240.780,1.400,0.000,0.000,1.000
0.204,0.046,240.390,0.800,0.000,0.000,0.000
1.496,0.052,239.590,6.200,0.000,2.000,19.000
0.424,0.088,244.810,1.800,0.000,0.000,0.000
0.304,0.060,244.820,1.200,0.000,0.000,0.000
3.522,0.000,235.040,15.000,0.000,0.000,17.000
3.374,0.140,235.180,14.400,0.000,0.000,17.000
0.254,0.000,249.340,1.000,0.000,0.000,1.000
0.220,0.000,242.520,0.800,0.000,0.000,0.000
1.482,0.232,245.180,6.000,0.000,0.000,19.000
1.216,0.086,236.040,5.000,0.000,2.000,18.000
1.742,0.246,238.000,7.400,2.000,0.000,18.000
0.140,0.000,241.530,0.600,0.000,0.000,1.000
1.332,0.000,238.300,5.600,0.000,0.000,18.000
0.322,0.096,240.230,1.400,0.000,1.000,1.000
0.420,0.252,240.030,2.000,0.000,2.000,1.000
1.486,0.192,238.710,6.200,0.000,0.000,18.000
1.472,0.140,240.350,6.000,0.000,0.000,1.000
2.734,0.282,237.280,11.400,0.000,0.000,17.000
1.652,0.064,239.640,6.800,0.000,2.000,18.000
0.192,0.000,238.360,0.800,0.000,0.000,1.000
0.080,0.000,238.580,0.200,0.000,0.000,1.000
0.202,0.106,243.620,0.800,0.000,0.000,0.000
0.412,0.192,243.730,1.800,0.000,2.000,1.000
0.994,0.000,241.930,4.000,0.000,0.000,1.000
1.990,0.500,241.090,8.400,0.000,2.000,18.000
0.376,0.198,240.030,1.800,0.000,2.000,0.000
0.262,0.096,239.060,1.200,0.000,0.000,1.000
0.332,0.000,241.190,1.600,0.000,0.000,1.000
0.258,0.000,251.570,1.000,0.000,0.000,1.000
1.768,0.056,235.160,7.400,0.000,0.000,18.000
0.298,0.106,242.610,1.400,0.000,0.000,0.000
2.586,0.268,234.490,11.000,0.000,2.000,17.000
0.402,0.212,242.700,1.800,0.000,0.000,0.000
0.294,0.204,240.800,1.400,0.000,1.000,0.000
0.718,0.000,238.490,3.000,0.000,0.000,0.000
0.156,0.000,243.400,0.600,0.000,0.000,1.000
2.230,0.272,239.470,9.800,0.000,28.000,0.000
0.296,0.060,245.860,1.200,0.000,0.000,0.000
2.986,0.000,235.880,13.600,25.000,0.000,17.000
0.502,0.000,240.740,2.000,0.000,0.000,0.000
0.222,0.000,244.510,1.000,0.000,0.000,0.000
0.408,0.100,240.460,2.000,0.000,0.000,2.000
0.304,0.100,245.530,1.400,0.000,0.000,0.000
1.566,0.092,238.840,6.600,1.000,0.000,18.000
1.652,0.100,243.960,6.800,1.000,0.000,19.000
2.250,0.000,239.280,9.400,0.000,0.000,17.000
0.216,0.100,242.850,1.000,0.000,0.000,1.000
2.684,0.068,238.330,11.200,0.000,0.000,18.000
1.318,0.078,239.260,5.400,0.000,0.000,18.000
0.314,0.118,247.800,1.400,0.000,0.000,0.000
0.248,0.000,242.970,1.000,0.000,0.000,1.000
2.018,0.304,240.120,8.400,2.000,2.000,18.000
1.138,0.268,233.970,5.400,0.000,13.000,0.000
3.704,0.112,235.590,15.600,0.000,0.000,17.000
1.298,0.000,240.590,5.400,0.000,0.000,18.000
0.274,0.000,242.140,1.400,0.000,0.000,0.000
