Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption,Temperature,Humidity,Wind Speed
36748.676,19701.01833,25588.36364,14.52,89.5,0.073
32918.64407,21005.47112,15259.65829,13.84,72.2,0.084
29493.53612,23731.20589,10671.78872,16.25,59.83,0.074
25099.86755,15720.99792,12748.8,20.17,70.6,4.917
25198.47909,20778.15281,11207.68307,8.94,81.1,0.084
37935.4495,24215.41711,25459.56113,28.45,47.52,4.923
38954.95017,28200.0,33222.42678,31.74,40.48,4.906
41912.65574,24939.93808,24573.27935,21.74,58.51,0.081
21545.08475,12860.79027,14368.1608,7.53,61.0,0.088
37980.19978,25063.14678,24622.94671,27.66,43.68,4.904
24354.01993,15637.97468,15237.48954,22.92,52.93,4.913
41998.97872,23868.29268,25978.06452,14.92,66.22,0.082
30947.52852,25634.85732,11334.45378,16.19,68.74,0.075
27003.596,16437.5924,12681.63009,24.65,91.1,4.92
24190.72142,14597.67687,13548.33856,19.35,81.3,4.911
37703.48936,22141.46341,22854.19355,16.51,84.1,4.907
23248.34043,14103.65854,10457.41935,11.5,55.81,0.08
34270.42623,22487.9257,17618.13765,27.3,37.23,4.919
34862.16393,21469.96904,17763.88664,20.9,65.9,0.069
34680.7947,18666.11227,22992.73846,27.63,55.04,0.069
23134.52954,18702.07469,8602.066869,18.83,84.7,0.07
36458.76106,22651.55925,12949.70378,22.09,92.1,4.914
43184.05316,29726.58228,36253.05439,30.33,35.35,4.911
32346.57807,22329.11392,30655.73222,24.51,36.71,4.907
22978.7234,13221.95122,13587.09677,12.67,73.3,0.079
37288.10127,23755.6231,18737.3494,14.14,47.98,0.082
31208.49558,17782.95218,14261.73647,19.59,83.3,4.916
29484.03996,21892.71383,20494.04389,27.04,66.52,4.903
49052.697,33255.33263,37930.53292,24.62,41.89,4.905
22984.61538,18037.19008,10236.14458,16.63,57.34,0.089
23861.10638,13942.68293,15497.41935,8.87,87.6,0.087
30730.65483,19011.19324,20283.38558,23.3,86.4,4.923
32611.40426,19810.97561,15282.58065,12.92,84.7,0.078
29016.63717,18849.48025,12426.06742,21.39,88.1,0.348
39706.32911,26210.33435,24393.25301,14.83,59.23,0.079
34486.15385,29090.08264,16181.20482,20.58,64.22,4.055
41857.62712,25298.48024,24788.26131,13.45,63.61,4.918
30824.61538,24207.02479,11398.55422,16.55,52.02,4.916
37907.69231,31972.31405,19818.79518,20.2,62.74,0.075
23709.62325,12698.98167,15813.81818,13.62,84.1,4.924
39891.67592,26857.44456,29329.65517,27.82,49.38,0.066
33387.07224,27671.06474,10400.96038,15.88,52.35,0.081
21396.19772,16378.03007,8695.318127,14.51,73.9,0.075
34471.77243,22936.92946,12097.75076,21.61,64.01,4.927
30777.18631,25590.67199,9651.860744,16.17,62.32,0.088
34373.99354,20767.82077,17367.27273,21.35,54.09,0.081
42039.49367,24423.1003,25468.91566,16.07,62.92,0.081
28787.21421,18976.97994,18995.3605,21.01,74.9,0.072
22965.59742,14139.71487,12078.54545,11.5,77.3,0.085
23705.08475,13495.44073,14512.88442,10.44,90.9,0.071
46155.62363,28508.71369,19567.65957,20.43,81.1,0.085
24769.23077,20287.19008,7795.662651,14.44,85.5,0.083
44208.3151,28340.6639,19240.85106,21.91,62.16,0.086
31358.59956,25543.56846,10714.65046,22.37,49.57,4.925
37500.73252,24470.11616,25272.97806,29.63,44.32,4.921
39021.53846,33500.82645,16823.13253,13.04,79.6,0.072
32507.72874,18106.31365,17588.36364,17.17,79.8,0.072
22861.53846,15768.59504,7859.277108,12.43,71.8,4.922
28358.80851,15925.60976,14388.3871,17.54,55.71,0.083
25782.85714,17362.02532,19382.76151,23.18,50.22,4.906
31987.8327,27545.87297,13610.56423,13.38,57.58,0.077
36001.59468,25625.31646,30667.78243,27.59,51.72,4.908
21177.18631,16112.91807,8914.285714,15.56,75.0,0.07
37433.69803,22414.10788,11350.75988,22.74,78.4,0.079
28972.60821,20330.30623,20560.25078,26.74,36.45,4.907
30758.1457,19384.61538,18727.38462,18.98,75.4,4.918
36549.2459,20897.83282,20451.49798,21.49,66.0,4.922
27220.25316,17934.3465,17551.80723,12.16,76.2,0.083
28683.07692,22094.6281,10288.19277,20.96,44.84,4.916
31275.57447,18109.7561,15526.45161,17.4,44.1,0.086
35864.50766,23470.95436,12570.45593,20.13,89.5,0.069
39429.93377,21098.5447,23825.72308,20.07,85.1,0.07
22849.23077,17814.04959,11705.06024,13.64,86.4,0.082
23125.42373,11941.64134,15861.70854,13.55,59.88,0.084
32570.06623,20563.40956,22407.87692,26.95,55.0,4.92
21287.48936,12757.31707,10834.83871,9.72,88.4,0.075
31775.57522,18471.51767,14279.38713,19.17,85.0,4.922
36179.60613,25031.95021,13568.38906,27.36,47.88,4.921
38004.51827,25101.26582,29541.08787,34.88,21.94,4.915
38919.9556,26922.06969,27060.56426,28.45,43.75,4.906
39796.93654,32500.82988,19252.5228,19.38,61.74,0.082
21273.84615,15411.57025,8911.807229,12.08,72.4,4.916
32694.61707,26174.6888,10364.49848,20.62,78.9,4.919
36519.91247,23792.11618,13235.74468,24.73,46.76,0.087
23163.07692,18119.00826,10293.9759,17.51,54.49,0.077
31890.4943,26330.77631,9588.47539,17.71,59.28,0.074
24332.93617,13591.46341,14580.0,14.42,85.6,4.909
36683.44371,20690.64449,18626.95385,23.67,62.56,0.071
21348.87417,13412.05821,13504.98462,20.31,81.4,4.913
23493.2459,16060.68111,11415.06073,17.85,78.2,0.076
33968.13559,20341.64134,16591.11558,11.64,49.52,0.087
35344.58472,25594.93671,26685.18828,28.11,35.75,4.908
36083.40984,23089.78328,17524.8583,22.88,54.05,0.07
32067.51346,18007.33198,18234.18182,16.35,68.96,0.073
41648.2623,24743.03406,25278.70445,23.31,58.31,0.08
34426.32911,21093.00912,16782.6506,16.59,62.58,0.075
26909.40919,15677.17842,12943.95137,16.42,80.4,0.085
36007.97342,24535.44304,28360.16736,31.08,42.48,4.908
29372.30769,21384.29752,10143.61446,18.69,48.88,4.924
24528.81356,14513.06991,15259.65829,9.52,91.1,0.079
27773.16456,17580.54711,17413.01205,11.32,58.16,0.089
23157.80409,12933.60489,15069.09091,14.19,89.1,0.075
46717.87375,29244.3038,35614.39331,25.29,82.0,4.922
32694.68354,21545.28875,16782.6506,15.48,63.76,0.075
26203.58862,15277.59336,12272.82675,16.9,63.76,4.917
21837.9661,12189.66565,14136.60302,10.92,90.8,0.08
44094.87965,24852.6971,19287.53799,20.91,66.12,4.916
31576.27119,18798.78419,15369.64824,12.0,67.85,4.917
34846.72566,21513.92931,15414.91318,22.71,86.5,0.261
39300.53097,26981.28898,13714.56588,21.99,71.7,4.928
35747.69231,29867.35537,15568.19277,16.92,57.96,4.923
27660.59016,18356.65635,12616.03239,18.26,78.6,4.918
32656.80525,26335.26971,12891.42857,21.27,71.9,4.92
35099.23404,21775.60976,20990.32258,18.74,50.35,4.925
33312.21007,18582.57261,12728.02432,22.7,71.5,0.07
28749.58425,23198.34025,11029.78723,19.07,85.9,0.081
21348.87417,9991.683992,11059.2,20.03,85.5,0.068
31749.32166,26417.42739,12745.53191,21.49,78.7,0.08
42068.46071,20789.8167,27688.72727,14.95,82.2,0.071
33636.92308,27721.4876,17326.26506,19.53,71.2,0.071
36419.08096,23963.90041,12010.21277,20.32,76.9,4.917
31022.16393,17665.63467,17379.10931,20.82,60.26,0.07
33195.95264,20690.83503,18676.36364,24.86,37.24,0.075
24717.87072,18049.7085,8522.44898,13.08,75.5,0.085
33739.74684,20866.8693,20934.93976,9.8,76.3,0.086
38427.70255,24812.24921,22438.11912,26.57,66.99,4.938
34736.2623,22473.06502,16848.583,21.03,70.1,4.916
24890.7541,15273.06502,15291.98381,14.97,84.2,4.913
34030.63457,19546.05809,12681.33739,21.85,66.77,4.92
23224.98339,14950.63291,15821.92469,20.77,66.57,4.913
19637.46835,12616.41337,13682.89157,14.94,70.6,0.07
28018.5558,21334.85477,11525.83587,22.01,66.94,4.924
36467.69231,30302.47934,14093.49398,15.87,69.96,4.915
47974.48505,31906.32911,38265.43933,25.4,60.09,4.907
24034.57627,14509.42249,14096.0804,7.49,59.9,0.089
34039.14894,19628.04878,17529.67742,14.98,62.68,4.919
22485.1711,18903.95827,7006.962785,11.03,52.6,0.079
33220.7535,18681.87373,17972.36364,22.07,45.92,0.089
21950.76923,17438.42975,10507.95181,14.81,83.7,0.08
31173.2459,21269.34985,14108.50202,18.31,59.53,4.915
35667.93443,21752.32198,19151.417,20.7,70.4,4.921
46997.52212,32328.89813,16891.68539,21.13,77.5,4.917
36507.30853,22690.45643,13282.43161,24.58,48.88,4.918
41485.86433,34588.38174,17851.91489,19.41,54.74,0.084
35015.6962,22212.76596,21466.98795,10.53,63.14,0.087
38318.64407,23306.99088,23190.51256,12.8,63.38,0.083
39424.99445,24968.10982,21986.70846,27.17,63.19,4.921
36759.7351,20720.58212,18325.66154,23.08,65.33,0.069
40761.13786,33102.07469,17093.25228,20.28,79.7,0.069
34737.64259,29132.86284,15834.81393,7.64,70.1,0.083
46602.47788,30600.0,18733.238,21.61,53.82,0.302
32633.70492,21704.02477,15974.08907,21.2,72.0,0.069
34408.91803,22220.43344,17495.7085,21.73,66.1,4.913
25977.34513,14654.46985,13232.1144,21.13,78.0,4.924
26063.84018,18136.85322,19248.15047,25.73,87.2,4.912
23260.56893,17824.48133,10726.32219,20.15,73.4,0.074
27106.62295,15633.43653,16580.40486,17.64,89.8,0.074
23575.38462,18431.40496,12179.27711,13.25,78.2,0.091
31902.51656,17734.30353,18065.72308,23.45,63.59,0.069
37323.07692,29837.60331,17048.6747,16.23,77.4,0.084
32356.72131,19396.90402,17262.51012,21.34,60.16,0.076
37076.92308,31384.71074,16383.61446,17.03,68.55,0.083
33478.48101,20261.39818,17493.9759,16.44,62.05,0.084
46017.04918,27681.73375,26339.75709,19.49,83.4,0.07
28736.07103,20307.49736,21288.52665,27.04,33.54,4.906
26746.04651,17194.93671,17014.8954,21.76,72.1,4.913
43424.81013,26407.29483,25393.73494,15.08,83.5,0.076
30295.93785,20866.31468,20096.80251,26.02,39.58,4.905
25432.13115,15310.21672,15099.59514,17.39,79.6,0.065
43719.86711,30349.36709,39572.88703,29.2,36.79,4.915
32990.80963,21174.27386,10539.57447,20.37,84.3,0.103
34585.20788,19456.43154,14624.68085,21.43,68.13,4.916
34515.39823,19639.08524,14685.3524,23.85,64.15,4.925
43088.37209,34241.77215,30041.17155,31.59,38.99,4.908
33772.88136,21096.65653,16255.35678,14.53,53.56,4.917
30322.83186,17925.15593,16426.88458,21.26,60.89,4.923
33952.3789,18509.5723,19392.0,13.94,90.1,0.069
48446.51163,30550.63291,38699.24686,25.64,80.3,4.908
33803.07692,26055.3719,16418.31325,13.53,87.3,4.923
34534.81967,20686.06811,17163.40081,22.17,47.48,0.084
29234.36066,16536.22291,15624.2915,19.49,71.3,0.07
37586.54867,23456.13306,13967.55873,24.3,62.02,4.921
30509.5057,25936.79043,12982.47299,9.41,79.1,0.088
38236.46018,23905.19751,14779.48927,25.55,46.85,0.272
41777.05059,24936.04888,27264.0,19.32,66.67,0.06
36167.00219,22055.60166,13294.10334,25.31,46.72,0.082
39057.00997,27360.75949,30474.97908,36.62,22.78,0.079
24168.43918,10528.7169,12770.90909,14.34,90.2,0.068
33321.35593,20425.53191,17343.67839,16.97,37.95,0.086
25926.30197,15176.76349,11934.3465,19.78,85.2,0.073
41189.43396,29111.72122,31075.10972,28.2,68.19,4.903
32615.6962,22362.31003,16441.44578,9.6,77.3,0.09
38489.00662,20896.4657,23294.03077,20.34,60.65,0.08
28052.42553,19660.97561,13285.16129,11.05,88.5,0.09
42592.52459,24813.62229,25885.02024,26.51,29.69,0.082
32885.5082,20177.08978,16248.09717,21.28,70.9,0.07
36709.63455,23320.25316,24630.62762,32.75,21.84,4.919
51533.8206,34974.68354,47405.52301,28.84,32.78,4.91
31975.6654,24898.4351,9352.220888,19.7,43.86,0.084
29228.93617,18171.95122,12663.87097,15.99,80.0,0.086
37662.51656,22831.18503,20671.01538,27.59,28.52,4.921
32017.69912,22554.26195,8995.955056,18.13,83.3,4.914
30941.53846,22600.41322,10369.15663,20.65,42.84,4.914
30117.1116,21641.07884,11426.62614,20.74,70.8,4.921
20866.92015,16403.80485,9634.57383,5.699,85.8,0.086
39210.16146,28869.65377,28992.0,16.0,87.0,0.065
44630.46358,25641.58004,25822.52308,20.52,85.0,0.069
43704.3038,26600.6079,25463.13253,8.9,55.69,0.077
26792.39544,23874.80822,12412.0048,13.07,52.67,0.077
28150.89716,22175.10373,10043.52584,18.11,67.28,0.082
33988.86076,22154.40729,16562.89157,12.0,67.75,0.086
23682.09836,18479.25697,12254.5749,18.22,86.5,4.913
36835.87125,26226.39916,23846.52038,23.95,69.52,0.071
23337.61033,13736.45621,12788.36364,15.09,67.36,0.073
39480.7947,23474.84407,24581.90769,20.95,87.8,0.07
42282.53165,25827.35562,25266.50602,13.79,74.0,0.084
26740.13245,17146.77755,20168.86154,21.14,79.7,4.919
34450.16949,20575.07599,16452.1809,18.96,45.39,0.084
36272.2623,22525.0774,22293.76518,21.04,66.25,0.079
34899.93443,21637.1517,17950.44534,18.62,80.6,0.07
26966.15385,21797.10744,11265.54217,21.59,71.1,0.071
39241.99336,28002.53165,33288.70293,30.72,51.85,4.906
21466.22951,14333.12693,10890.36437,14.53,70.7,0.514
30394.68439,19974.68354,21479.49791,22.09,66.37,4.907
33175.14894,20023.17073,16583.22581,17.11,48.68,0.083
22722.71186,12105.77508,10807.9598,11.26,86.5,0.075
36490.65483,25222.80887,26091.53605,21.73,53.62,4.919
41960.50633,25874.77204,25168.19277,11.31,84.1,0.083
37808.2623,23386.9969,15513.52227,19.67,57.99,4.925
29403.07692,20447.10744,11537.3494,18.56,71.6,4.916
35741.53846,29885.95041,16522.40964,22.39,57.81,0.071
21572.62357,16035.59374,9455.942377,17.85,65.49,0.081
32942.59711,21090.6019,18658.30721,24.32,81.1,4.921
35119.4702,21195.842,18077.53846,23.52,59.08,0.07
26323.32604,14982.57261,12517.93313,20.18,71.3,4.92
25805.29602,14029.73523,17669.81818,15.47,69.69,0.073
28384.07002,17839.41909,9588.328267,23.45,67.92,4.919
44790.35522,24162.52546,28561.45455,15.02,85.8,0.07
23239.54373,19058.60693,8309.243697,12.97,74.4,0.083
28530.38298,16920.73171,16908.3871,11.26,69.06,0.085
23309.61702,13752.43902,14098.06452,16.63,58.22,4.927
35239.86885,21778.32817,20731.33603,18.55,89.3,4.922
25023.57616,14370.06237,11419.56923,18.39,60.13,0.079
36261.53173,21887.55187,16381.2766,18.91,59.69,4.926
32203.07692,26880.99174,16447.22892,19.59,69.51,0.074
49506.59267,32476.02957,35535.04702,24.81,56.95,4.924
22911.02662,18576.25038,7116.446579,12.53,73.8,0.086
38418.22785,22967.78116,24786.50602,15.7,68.18,0.074
32243.74468,20550.0,14492.90323,16.5,45.28,0.085
33338.40304,27549.55508,14538.29532,11.03,87.8,0.081
42327.45763,25167.17325,24851.9397,10.57,81.4,0.073
23105.70342,18517.33661,9836.254502,13.72,80.8,0.083
35681.75055,23104.97925,11870.15198,23.58,48.86,0.091
40252.88136,24131.30699,25089.28643,13.6,66.66,0.082
38900.77691,27857.23337,28306.45768,27.16,72.0,4.905
46367.04319,30075.94937,37795.48117,29.17,25.71,4.916
29317.82464,18577.82471,19579.18495,22.77,89.1,4.922
33267.69231,25214.87603,10334.45783,20.24,42.76,0.083
29893.18535,19501.58395,20861.19122,20.57,78.2,4.908
21855.18987,13889.3617,13983.61446,9.01,62.8,0.085
28215.96958,24276.15833,11824.2497,13.05,72.5,0.084
49020.59801,32654.43038,43935.06276,31.5,29.14,4.919
32086.1141,18073.31976,18333.09091,17.04,81.2,0.079
29590.96346,19860.75949,22672.46862,20.8,72.2,4.918
38400.0,27702.53165,30679.83264,37.38,20.94,0.077
41662.50832,29632.52376,27578.18182,34.89,37.45,4.907
26281.19867,16848.15206,15305.83072,20.39,76.0,0.069
29725.37705,19460.06192,13531.33603,18.24,87.6,4.923
24418.7234,14740.2439,11078.70968,12.11,77.1,0.094
44731.91489,26604.87805,25542.58065,21.83,52.65,4.921
33245.55436,17952.34216,19450.18182,16.41,65.65,0.073
26023.29114,16190.88146,16337.3494,16.96,72.9,4.911
35114.95017,28891.13924,24371.54812,25.89,59.33,4.907
24704.81013,14866.8693,14064.57831,10.18,76.9,0.086
39023.04636,22015.38462,20842.33846,22.54,67.52,0.07
35033.07436,25139.17635,28769.90596,24.93,88.4,4.921
40683.58804,27144.3038,29083.17992,34.55,22.38,4.917
25520.44395,19159.4509,16756.36364,25.52,63.59,4.903
40422.28635,31289.96832,27391.59875,27.01,74.0,4.906
40965.68257,28636.53643,27806.89655,29.25,62.15,4.902
34761.66302,21891.28631,12803.89058,22.82,71.4,0.068
21913.30798,16444.30807,9605.762305,15.12,68.88,0.079
43573.78723,24654.87805,25397.41935,14.11,54.47,4.919
26952.21239,15982.95218,13002.65577,17.33,84.6,4.918
22393.84615,17810.33058,9571.084337,12.3,75.4,0.072
29412.3588,20305.06329,21624.10042,23.13,50.19,4.915
22808.13559,14418.23708,11398.43216,9.8,62.42,4.919
29654.75083,19481.01266,22690.54393,24.62,84.9,4.917
27141.52824,17931.64557,20726.35983,23.67,71.0,4.908
31310.44248,18411.64241,15385.4954,21.02,65.05,0.271
36803.50109,23874.27386,13521.70213,22.94,68.43,0.089
39224.61538,32887.19008,16638.07229,11.85,67.6,4.923
35592.39344,22896.59443,18510.12146,20.08,55.99,4.922
29437.87375,18470.88608,22853.22176,23.91,85.7,4.909
35791.09635,23939.24051,28872.30126,24.32,84.5,4.913
37052.18543,20960.08316,18485.16923,23.25,63.93,0.071
24418.46154,18531.81818,11566.26506,16.02,77.3,0.068
44410.61947,25413.30561,22457.52809,23.06,78.1,0.271
34295.60656,22372.75542,17612.30769,27.46,37.7,4.922
35874.44564,21119.7556,19438.54545,22.03,41.11,0.086
34657.21519,21071.12462,16643.85542,14.69,56.19,0.082
33211.91489,21010.97561,16037.41935,15.42,59.58,0.074
30673.22034,17591.48936,16000.64322,16.41,40.49,0.083
21335.36122,16031.91163,9974.54982,8.49,89.4,0.079
41107.11864,24302.73556,24429.34673,11.49,44.71,0.087
27084.25532,16690.2439,12576.77419,12.15,59.3,0.087
42783.31915,25404.87805,25089.67742,17.64,63.57,4.917
28800.0,18330.37975,22600.16736,21.43,80.3,4.917
26652.74336,13995.842,14667.70174,20.28,55.32,4.922
20763.07692,16047.52066,7714.698795,18.09,73.4,0.074
43158.44617,29438.64836,27493.9185,30.76,34.48,0.074
29443.40426,16452.43902,15694.83871,15.53,50.67,4.925
21788.35443,14203.03951,14382.6506,13.34,83.6,0.079
31312.40844,21580.99261,24580.81505,24.37,74.0,4.908
23846.02799,13468.8391,15505.45455,12.28,70.7,0.08
29184.40678,18335.56231,13407.19598,13.39,69.94,4.917
29220.99668,20305.06329,19418.91213,24.5,81.8,4.917
29820.75949,19440.72948,17239.51807,12.87,53.92,0.082
29826.09836,18393.80805,16562.91498,23.75,49.72,0.071
33452.06557,20619.19505,16959.35223,22.35,49.52,0.082
34529.23077,28268.18182,15198.07229,13.85,76.8,0.078
29713.78556,18653.52697,10084.3769,17.3,79.6,0.078
38127.2364,25154.38226,27313.35423,21.72,72.8,4.912
41395.44304,25243.769,25052.53012,16.9,71.8,4.912
42266.44068,27107.59878,26015.51759,13.24,66.39,0.079
26814.87965,15602.48963,13101.51976,16.36,80.6,0.087
32230.81967,19133.12693,16936.03239,21.97,57.82,0.072
32631.59737,18582.57261,13585.89666,21.39,67.07,4.918
24558.77462,18832.78008,11047.29483,20.04,79.7,0.069
22900.13245,11634.51143,13321.84615,20.01,81.1,4.915
25786.49007,15953.01455,11614.52308,21.24,83.2,0.07
35960.0444,27336.43083,23479.37304,28.36,60.92,4.902
25346.48009,16573.93075,12532.36364,11.8,77.3,0.08
36573.45133,23482.32848,15303.12564,26.99,47.88,0.286
35076.76149,22436.51452,13883.52584,21.12,72.3,4.92
45790.42623,26842.10526,26065.74899,21.39,59.31,0.076
39879.78471,22098.57434,26449.45455,14.77,84.5,0.074
40239.3972,21325.05092,26292.36364,16.53,85.3,0.069
41538.33887,27884.81013,28149.2887,34.08,32.61,4.911
37832.29236,25598.73418,30541.25523,32.54,38.59,4.921
37682.12928,32664.00736,16578.15126,13.53,50.3,0.076
34043.5443,21589.05775,17308.91566,14.65,67.51,0.083
29253.74179,16700.41494,13515.86626,20.56,63.39,4.919
44727.70764,29498.73418,38223.2636,27.62,58.46,4.91
27302.65487,15945.53015,14920.69459,21.61,75.3,4.913
31658.29925,17171.48676,18391.27273,14.29,88.7,0.069
33704.37029,20188.5947,18042.18182,23.0,32.27,0.089
33820.06645,23426.58228,27860.08368,23.59,65.69,4.904
40996.14618,34006.32911,29896.56904,33.58,30.45,4.91
45563.89381,27284.40748,22857.60981,23.51,82.9,0.275
37857.80731,25040.50633,30041.17155,27.66,68.5,4.911
20433.41772,12481.45897,13729.15663,14.87,72.4,0.072
34292.98013,21585.03119,16411.56923,23.14,72.5,0.071
46819.11504,27808.31601,20833.66701,21.41,82.0,4.921
26603.01639,13107.12074,14901.37652,17.24,79.4,0.07
30769.23077,22819.83471,11329.15663,12.29,57.82,4.923
35466.4918,22149.8452,17384.93927,28.9,31.36,0.066
40863.87833,34011.66002,15725.33013,15.42,78.4,0.083
32924.71483,27350.72108,13725.81032,14.32,78.9,0.084
24336.95364,16345.94595,11407.75385,20.13,87.2,0.077
36033.04918,22855.72755,21745.74899,19.79,84.6,4.918
27962.7541,17899.6904,12598.54251,20.65,81.8,4.92
24272.54237,12554.40729,10929.52764,13.12,67.91,0.082
32845.86433,19359.3361,14980.66869,20.69,82.2,0.074
23824.34043,14502.43902,14237.41935,10.3,89.3,0.087
22086.07595,13831.00304,14440.48193,9.32,76.1,0.088
22381.53846,17981.40496,10282.40964,19.28,56.1,0.082
36721.57549,23579.25311,12821.39818,21.01,83.4,0.068
26354.83589,15266.39004,11549.17933,19.96,59.95,4.928
35378.36066,21377.08978,19833.52227,20.48,70.5,4.919
25646.58228,15264.43769,17048.6747,11.18,75.5,4.915
21387.01987,10369.64657,11242.33846,18.93,66.09,0.079
22978.46154,17996.28099,10293.9759,16.81,55.64,0.084
31756.46018,18187.11019,14085.22983,21.8,59.73,0.201
27270.79646,16484.40748,14579.44842,22.73,77.2,0.227
39149.61702,22803.65854,23614.83871,13.59,61.18,4.919
30781.798,21402.32313,21800.12539,27.28,78.0,4.906
43322.7541,26403.71517,24719.02834,20.59,67.9,4.919
24753.41772,14994.52888,14533.01205,14.25,78.9,0.082
48681.90899,31833.57973,33603.0094,22.48,48.92,4.925
34225.99562,21768.04979,13078.17629,22.68,69.59,0.102
35176.68874,20020.79002,22579.2,30.96,43.73,4.921
28939.86755,15567.56757,15123.69231,22.43,75.9,4.914
25758.1749,21650.81313,8355.342137,11.07,49.73,0.078
24756.92308,20573.55372,12173.49398,15.78,84.9,0.083
33265.39924,27181.34397,10481.63265,16.12,59.71,0.085
34509.58425,22720.33195,10656.29179,20.61,73.7,4.919
37584.79087,31430.50015,15535.17407,14.53,80.7,0.081
32711.78707,26879.41086,11490.03601,16.36,54.14,0.078
35461.18162,23026.55602,12943.95137,23.13,67.97,4.92
39360.0,22953.19149,24618.79518,15.63,58.81,4.92
33062.65487,19785.03119,18450.82737,24.38,59.42,0.329
27932.30769,22113.22314,10797.10843,15.62,84.2,0.082
43486.09272,26161.74636,28102.89231,21.23,59.98,0.083
25209.19149,12610.97561,12129.67742,14.46,77.3,4.913
36524.06557,21923.21981,18638.38057,28.94,33.17,0.087
24384.42478,13816.21622,12261.32789,22.19,46.75,4.924
21791.63498,18447.3765,10037.93517,12.01,53.3,0.077
25494.87236,16851.95354,17851.78683,19.24,53.19,4.905
31900.06645,21820.25316,26353.80753,25.36,37.31,4.917
21392.54237,13269.30091,13899.25628,13.7,69.34,0.077
26962.73764,22586.06935,11685.95438,14.07,65.65,4.919
31208.49558,16787.52599,13508.64147,21.35,55.79,4.919
25310.76923,17457.02479,12144.57831,12.37,82.8,0.082
38333.07985,31423.13593,15356.54262,15.81,69.49,0.083
33830.80851,20184.14634,20456.12903,13.94,85.8,4.915
22498.62295,13768.42105,12009.7166,19.66,56.72,0.079
26569.10284,17693.77593,8625.410334,18.19,86.8,4.914
37662.51656,20877.75468,18302.03077,25.95,37.5,0.071
25782.50951,19710.3406,8718.367347,11.8,75.8,0.083
27245.11475,16785.13932,16172.30769,16.45,81.8,0.067
29255.38462,21964.46281,10577.3494,17.41,71.1,4.915
26114.43038,15953.79939,11641.44578,9.16,76.8,0.083
25098.0531,15470.27027,11449.39734,22.02,76.3,4.916
37339.16849,21241.49378,16731.42857,20.87,63.39,4.922
36256.27119,23565.95745,17528.92462,14.2,75.0,0.075
38692.45033,23684.40748,24859.56923,17.99,68.45,0.083
25686.82713,20401.24481,13107.35562,18.02,71.0,0.087
38977.49168,25926.08237,28053.66771,21.77,72.7,4.91
24087.83638,13443.17719,15761.45455,15.64,86.8,0.074
34262.38967,20181.26273,18152.72727,14.11,78.6,0.072
35101.96937,21536.51452,13031.48936,27.25,41.75,4.92
33569.101,21352.90391,24550.721,25.01,90.9,4.923
32205.63934,20221.67183,16119.83806,25.24,24.19,4.923
30031.09635,20111.39241,25401.841,23.4,57.85,4.911
31323.07692,25843.38843,11022.6506,21.44,59.97,0.073
35806.42623,21737.4613,18766.63968,30.87,31.73,0.072
42756.4557,26914.28571,25075.66265,13.95,75.9,0.087
21498.0531,11421.20582,8990.071502,20.61,75.5,4.917
38734.5616,24348.46885,19663.44828,25.75,83.9,4.924
45425.31148,27039.00929,26059.91903,19.41,49.88,0.082
40020.19934,28321.51899,32505.43933,34.82,33.05,4.908
36797.88079,21053.63825,17262.27692,26.9,50.1,0.08
29461.78723,16251.21951,15497.41935,14.09,59.7,0.082
47991.47614,29518.47941,28787.96238,25.54,79.0,4.925
32078.6711,21132.91139,24510.12552,20.79,72.0,4.914
35051.01639,21670.58824,18224.45344,27.41,49.5,0.067
25730.94092,16285.89212,11706.74772,20.02,68.0,0.108
42193.11876,29012.88279,27072.60188,30.03,44.38,4.904
33376.52459,21629.72136,17728.90688,26.95,42.5,4.923
23103.57616,14811.64241,16943.26154,20.62,82.1,4.918
30942.66958,23698.75519,10061.03343,17.61,84.4,4.919
37912.6477,22537.3444,16824.80243,23.43,43.65,4.917
31236.19672,19441.48607,18166.15385,17.97,83.1,0.066
45105.13274,27063.61746,20145.29111,23.04,82.2,4.917
39124.5283,26948.68004,26904.07524,28.55,47.05,4.907
35822.99003,25245.56962,34493.72385,30.6,32.52,4.917
41918.2242,28286.80042,32272.85266,25.37,85.5,4.922
22594.67681,17998.15894,10060.98439,9.81,85.7,0.08
29058.46154,21644.6281,11080.48193,21.27,69.45,0.071
43788.59016,25058.82353,25657.65182,19.78,60.18,0.072
34763.89381,19968.39917,16032.68641,20.87,79.2,4.914
28215.09934,15545.11435,17622.64615,19.89,86.0,0.067
35476.92308,26635.53719,10872.28916,19.79,56.48,4.921
22021.01695,13258.35866,14038.19095,10.63,45.81,0.084
32369.23077,26561.15702,14076.14458,13.19,79.1,0.08
34928.74172,22595.4262,18319.75385,22.48,78.8,0.068
36954.74836,22529.87552,13971.06383,24.22,36.38,4.92
29562.91391,18449.06445,17085.04615,19.6,89.5,0.069
24504.61538,18442.56198,12196.62651,12.54,87.8,4.922
39290.74362,29115.5227,26404.51411,30.09,46.19,4.906
41626.32911,24886.32219,26024.09639,13.34,59.47,0.086
34194.88525,20321.98142,17087.61134,22.42,47.95,0.081
27955.53611,18728.21577,9261.519757,19.12,79.1,0.108
31165.03311,17741.78794,21297.23077,25.1,67.85,4.93
